Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
135,y2(1+),275.62,597.6,bi(2-6)-(NH3)(1+),894.740656865921,214.26765657808525,0.628
136,,569.51,744.25,,545.7867947695092,213.82040768940365,
137,,157.75,486.77,,2301.302226294175,213.78013737222463,
138,y3-(H2O)(1+),386.63,413.59,a3-(CH3NH2)(1+),1451.8946685520716,213.5329810079805,0.666
139,y3(1+),405.7,485.81,bi(2-5)(1+),1697.5876266452358,212.84496970478142,0.743
140,,585.89,734.01,,813.5742932263717,212.64866795364438,
141,,330.81,422.53,,1089.8876829254584,212.3989291857695,
142,,404.6,599.29,,545.5532824990441,212.33071194780777,
143,,615.68,714.57,,2158.4060456027664,212.08464145414362,
144,,452.74,530.41,,972.8362769854982,210.89812870314643,
145,,705.64,744.3,,691.7500686447169,210.73552345756772,
146,,590.13,715.97,,1252.1711462431072,210.71207341140027,
147,,211.28,698.33,,333.12175581148836,210.36151765477143,
148,,317.8,716.37,,1227.7327256520346,210.20808496728722,
149,a2-2(H2O)-(HCOH)(1+),194.16,386.89,y3-(H2O)(1+),656.8633960213715,210.07560557030104,0.306
150,,381.29,460.67,,475.6851524442609,209.80504501807476,
151,,170.07,390.65,,605.8237750173289,209.6863983326752,
152,,469.68,685.72,,1915.9921193801608,209.67361010405207,
153,,844.14,892.72,,863.5462862864346,209.02983528371092,
154,,372.31,456.3,,1165.6068019955994,208.10071360907608,
155,,221.59,585.98,,1838.210989319504,207.78201023691918,
156,,672.23,816.0,,979.5591045074226,207.43473867215457,
157,,320.46,486.69,,1678.0405658578547,207.15913245660846,
158,y3-(H2O)(1+),387.17,568.11,b5-(H2O)(1+),718.857282008157,206.98932459039972,0.191
159,,277.75,402.47,,1281.8406406333759,206.9036416604897,
160,,349.98,862.26,,1784.9929263246086,206.77096338937235,
161,,422.27,828.15,,1056.4825368566887,206.71219990369437,
162,,204.68,413.38,,590.5701579907939,206.322448043709,
163,,658.15,782.43,,457.13590893667515,205.8271187225156,
164,,423.41,628.27,,737.0852454977631,205.73639440621633,
165,,600.03,844.59,,2932.740578291436,205.67803184572205,
166,,412.8,703.59,,1128.9759124553123,205.44858674220112,
167,,519.38,607.7,,1926.7364917170878,205.35420043786826,
168,,146.29,743.36,,613.4642750146443,204.9804021034896,
169,,395.63,945.78,,904.4505429592446,204.92654367786872,
170,,486.68,886.08,,887.818204639912,204.61502976509453,
171,y2(1+),275.99,499.84,b4-(HCOH)(1+),539.9910344727114,204.3741884216975,0.585
172,,442.84,861.68,,1755.3861113406524,203.67885954317293,
173,bi(2-4)-2(NH3)-(CH3NHCH3)(1+),348.97,414.66,y4-(H2O)-(HCOH)(1+),1157.6489601256915,203.66411862430635,0.487
,bi(2-4)-2(NH3)-(CH3NHCH3)(1+),348.97,414.66,y4-(NH3)-(HCOH)(1+),1157.6489601256915,203.66411862430635,0.544
174,,421.95,672.79,,1345.518922710099,203.66133924821062,
175,,287.73,372.38,,803.5016187112726,203.59717514237485,
176,,468.92,800.12,,1548.0725061850114,203.24768615797532,
177,,509.57,714.93,,1072.387749351626,203.13262800653894,
178,bi(6-7)-(H2O)(1+),240.8,539.28,b5-(NH3)-(HCOH)(1+),728.0818377546314,202.9582172972468,0.28
,b2-(NH3)-(HCOH)(1+),240.8,539.28,bi(3-7)-(H2O)(1+),728.0818377546314,202.9582172972468,0.301
,y2-2(H2O)(1+),240.8,539.28,b5-(NH3)-(HCOH)(1+),728.0818377546314,202.9582172972468,0.67
,y2-2(H2O)(1+),240.8,539.28,bi(2-6)-(HCOH)-(CH3NHCH3)(1+),728.0818377546314,202.9582172972468,0.671
,b2-(H2O)-(HCOH)(1+),240.8,539.28,bi(3-7)-(H2O)(1+),728.0818377546314,202.9582172972468,0.69
179,,442.55,672.06,,935.1445370270236,202.72290742159365,
180,,473.7,733.5,,2799.448196047453,202.0088054420385,
181,,327.05,718.13,,974.8838440088431,201.95618858893238,
182,,223.1,784.39,,392.2450350194824,201.58560594836862,
183,,586.91,603.13,,583.4500466065009,201.47994771276387,
184,y3-(NH3)-(HCOH)(1+),357.97,413.42,a3-(CH3NH2)(1+),1400.3353035907344,201.28071343657604,0.269
185,,408.35,756.62,,807.7206594880463,201.15838659512434,
186,,615.96,945.57,,663.8765587954019,200.93773237247427,
187,,455.61,847.6,,2696.2794721949303,200.78947516697917,
188,,452.54,615.91,,1091.0517138716705,200.455201193396,
189,,329.42,465.08,,777.2106173809046,200.0734122775352,
190,,473.54,602.67,,1817.962724970876,199.99058631009925,
191,,452.09,568.67,,967.2992506431515,199.98424311416355,
192,,473.98,722.51,,653.3158181511163,199.90581995156148,
193,,404.25,843.92,,3194.3912162373103,199.89436803900105,
194,,251.8,844.96,,783.8824902290984,199.5274181101923,
195,,438.58,478.62,,1530.6785725049447,199.19010190394238,
196,,349.2,828.3,,782.458273782815,198.80084659244673,
197,,316.08,687.25,,343.6837810580127,198.3969424774204,
198,,343.79,698.89,,664.1937692760795,197.9577646405013,
199,,258.36,446.82,,2234.962608385991,197.5375456896677,
200,,239.76,733.98,,1091.6532363019414,197.14354830903238,
201,,541.57,845.7,,884.8002386348945,196.2829441343634,
202,,240.43,295.03,,397.3823839555491,195.77332951467395,
203,,414.79,873.04,,474.74263055163436,195.48361251780364,
204,,715.38,771.67,,1145.2767826948004,195.37161934253044,
205,,413.82,521.05,,1754.8384953525508,195.31449028644823,
206,,147.13,719.05,,2513.969279360482,195.23622152016657,
207,,461.1,673.47,,991.8285608551757,194.7268499750048,
208,,324.47,615.33,,748.1417840093761,194.29753993198563,
209,,603.67,688.13,,518.1843857600963,194.09680556287645,
210,,239.31,644.62,,401.0177679066033,193.72032625364463,
211,,307.27,685.79,,637.3854519841573,193.55740936897587,
212,,703.73,902.25,,661.9072735160357,192.68866296829574,
213,,384.27,703.02,,600.0117031210277,192.56970508272994,
214,,717.4,802.38,,2229.714455954945,192.19614731873517,
215,,518.87,599.14,,466.0588393626082,191.7659953271403,
216,,640.64,671.16,,429.1740799796216,191.58215258192484,
217,,305.93,445.78,,624.0027163887428,190.99365129567704,
218,,352.32,587.75,,764.2461300123198,190.44966477707248,
219,,862.37,927.75,,1065.5941176262804,190.34487510276927,
220,,307.1,846.42,,1695.782174838479,190.23684081225392,
221,,628.1,801.77,,503.952388984257,189.95537006488294,
222,y2-(H2O)-(HCOOH)(1+),212.47,456.34,a4-(CH3NHCH3)(1+),727.4584706711196,189.84008248760497,0.348
,a2-(H2O)-(HCOH)(1+),212.47,456.34,y5-(NH3)-(HCOOH)(1+),727.4584706711196,189.84008248760497,0.383
,y2-2(NH3)-(HCOH)(1+),212.47,456.34,a4-(CH3NHCH3)(1+),727.4584706711196,189.84008248760497,0.396
,a2-(NH3)-(HCOH)(1+),212.47,456.34,y5-(NH3)-(HCOOH)(1+),727.4584706711196,189.84008248760497,0.643
,y2-(NH3)-(HCOOH)(1+),212.47,456.34,a4-(CH3NHCH3)(1+),727.4584706711196,189.84008248760497,0.659
223,ai(2-3)-(CH3NHCH3)(1+),298.2,456.03,y5-(NH3)-(HCOOH)(1+),834.4317561341333,189.32584730593118,0.184
,bi(5-7)-(H2O)(1+),298.2,456.03,a4-(CH3NHCH3)(1+),834.4317561341333,189.32584730593118,0.224
,ai(4-7)-(NH3)-(HCOH)(1+),298.2,456.03,b3-(NH3)(1+),834.4317561341333,189.32584730593118,0.796
224,,716.05,938.74,,800.028085348389,188.84526144355937,
225,,287.29,800.67,,606.5869595897979,188.66935266558124,
226,,545.99,945.41,,456.8353004266876,188.4667260303856,
227,,352.66,653.76,,412.74761008745645,188.40182933994026,
228,,586.19,671.38,,1119.3285936478555,187.9312497059663,
229,,670.96,684.93,,698.424248408501,187.79671644652865,
230,,735.35,861.94,,860.3023794228559,187.4541766880863,
231,,530.28,557.05,,328.82139680915355,187.32512822087668,
232,,671.86,704.0,,1264.4002619498567,187.2524988340736,
233,,259.37,357.63,,1673.7634905108741,187.02675350672268,
234,,387.71,473.62,,3553.2916768830514,186.91875842553188,
235,ai(2-3)(1+),342.87,453.05,y5-2(H2O)-(HCOH)(1+),1032.1934858785569,186.61131738497616,0.385
,y3-(NH3)-(HCOOH)(1+),342.87,453.05,a4-(H2O)-(HCOH)(1+),1032.1934858785569,186.61131738497616,0.734
236,,486.88,698.4,,4044.530756675943,186.57315127637702,
237,,464.35,615.78,,885.6659942797264,185.57466047509692,
238,,313.66,456.67,,395.5169352379923,185.3972915685417,
239,,221.83,927.55,,891.3619604959796,185.34470769292372,
240,,146.25,816.83,,1008.3551789643114,185.1517086110182,
241,,146.61,845.24,,4403.009280407845,184.8139969204609,
242,y2-2(H2O)(1+),240.33,653.67,a6-2(NH3)(1+),939.8284594991164,184.69769709204638,0.421
,y2-2(H2O)(1+),240.33,653.67,b6-(CH3NH2)-(HCOH)(1+),939.8284594991164,184.69769709204638,0.661
,b2-(H2O)-(HCOH)(1+),240.33,653.67,y6-(H2O)-(CH3NH2)(1+),939.8284594991164,184.69769709204638,0.686
243,,287.39,757.94,,579.1785196031938,184.50699033621962,
244,,400.61,816.33,,632.8490605667834,183.9839363418278,
245,,221.24,444.61,,978.6163823040633,183.74483399620584,
246,a2-2(H2O)-(HCOH)(1+),194.63,477.9,bi(3-7)-2(NH3)-(CH3NHCH3)(1+),1194.8288075588591,183.72071296557115,0.59
247,,501.26,715.73,,2218.3003230812933,183.65447579235158,
248,,257.67,929.37,,1587.6999851047524,183.6180002581181,
249,,147.24,422.66,,1620.9837238018158,183.3947114236795,
250,,351.7,606.25,,578.5846235766338,183.28128897981014,
251,,518.56,783.37,,382.14005344691054,183.2477252504747,
252,a2(1+),259.74,640.4,y6-(H2O)-(CH3NHCH3)(1+),1171.1940801444775,183.13516176352977,0.4
,y2-(NH3)(1+),259.74,640.4,a6-(NH3)-(HCOH)(1+),1171.1940801444775,183.13516176352977,0.615
,y2-(NH3)(1+),259.74,640.4,b6-(CH3NHCH3)-(HCOH)(1+),1171.1940801444775,183.13516176352977,0.622
253,,452.8,702.55,,1287.4444921690322,182.52130388982303,
254,b2-2(H2O)-(HCOH)(1+),221.64,341.41,y3-(H2O)-(HCOOH)(1+),975.2755244805564,181.87217129892625,0.514
,b2-2(H2O)-(HCOH)(1+),221.64,341.41,y3-2(NH3)-(HCOH)(1+),975.2755244805564,181.87217129892625,0.539
,ai(3-5)-(H2O)-(CH3NH2)(1+),221.64,341.41,y3-(H2O)-(HCOOH)(1+),975.2755244805564,181.87217129892625,0.541
,ai(3-5)-(H2O)-(CH3NH2)(1+),221.64,341.41,y3-2(NH3)-(HCOH)(1+),975.2755244805564,181.87217129892625,0.564
255,,406.12,575.66,,382.9254208126686,181.38590423376178,
256,,452.33,465.49,,2602.4151791294194,180.80612455212568,
257,a2-2(H2O)-(HCOH)(1+),194.58,444.99,y4-(NH3)(1+),647.0053451910462,180.48589315233374,0.52
,bi(3-4)-(NH3)-(CH3NH2)(1+),194.58,444.99,y4-(NH3)(1+),647.0053451910462,180.48589315233374,0.529
258,,387.39,827.27,,977.3199715030945,180.44883418973586,
259,,171.23,487.08,,600.100294022403,180.40081865422184,
260,b2-(NH3)-(HCOH)(1+),240.75,341.47,y3-(H2O)-(HCOOH)(1+),989.0009774183204,180.39252804893533,0.455
,b2-(NH3)-(HCOH)(1+),240.75,341.47,y3-2(NH3)-(HCOH)(1+),989.0009774183204,180.39252804893533,0.488
,ai(3-5)-(CH3NH2)(1+),240.75,341.47,y3-(H2O)-(HCOOH)(1+),989.0009774183204,180.39252804893533,0.675
,ai(3-5)-(CH3NH2)(1+),240.75,341.47,y3-2(NH3)-(HCOH)(1+),989.0009774183204,180.39252804893533,0.698
,b2-(H2O)-(HCOH)(1+),240.75,341.47,y3-(H2O)-(HCOOH)(1+),989.0009774183204,180.39252804893533,0.703
,b2-(H2O)-(HCOH)(1+),240.75,341.47,y3-2(NH3)-(HCOH)(1+),989.0009774183204,180.39252804893533,0.725
,b2-(NH3)-(HCOH)(1+),240.75,341.47,y3-(NH3)-(HCOOH)(1+),989.0009774183204,180.39252804893533,0.783
261,,297.71,474.07,,2467.8576828196087,180.31249984514565,
262,,662.32,862.9,,836.6099882876139,180.1129583356823,
263,,438.03,716.8,,1854.9623863538666,180.04344961112548,
264,,257.58,325.84,,1064.1673717876247,179.49749309291482,
265,,686.25,733.42,,281.7647475634355,179.49198009389633,
266,,275.27,450.84,,1406.8077499654712,179.48964155384624,
267,y1(1+),146.7,472.19,b3(1+),1411.558944255439,179.25913944168607,0.418
268,,457.44,719.85,,1025.2632519889078,178.7734177622595,
269,y4-(H2O)-(HCOH)(1+),414.62,438.31,b3-2(NH3)(1+),824.1603887660691,178.18271169669123,0.432
,y4-(NH3)-(HCOH)(1+),414.62,438.31,b3-2(NH3)(1+),824.1603887660691,178.18271169669123,0.569
270,b2-(H2O)-(HCOH)(1+),240.1,387.64,y3-(H2O)(1+),1474.0275947201783,178.17967194806351,0.45
,ai(3-5)-(CH3NH2)(1+),240.1,387.64,y3-(H2O)(1+),1474.0275947201783,178.17967194806351,0.452
,b2-(H2O)-(HCOH)(1+),240.1,387.64,y3-(NH3)(1+),1474.0275947201783,178.17967194806351,0.53
,ai(3-5)-(CH3NH2)(1+),240.1,387.64,y3-(NH3)(1+),1474.0275947201783,178.17967194806351,0.532
271,,615.18,862.71,,1162.7079835251166,177.90153816348612,
272,,422.79,746.33,,622.6524866631457,177.82220286227113,
273,,486.96,574.24,,697.294151737511,177.73486205184656,
274,,444.04,547.32,,566.1280011974696,177.03016712355512,
275,,686.49,817.41,,927.29914953049,176.93361152386743,
276,,221.85,756.2,,623.0148350160913,176.63395176312915,
277,,474.81,542.7,,715.7594850640644,176.57568072113872,
278,,222.96,575.69,,737.1612700766942,176.51043616629087,
279,,370.75,604.67,,758.1540263706873,176.37277561907854,
280,,423.39,467.95,,1017.9797687510713,176.21738909948726,
281,,222.15,617.04,,693.5541122212481,176.05893834260925,
282,,451.96,732.28,,358.861459450411,176.01966512013502,
283,,402.66,414.12,,750.1712089829263,175.97960312561463,
284,,461.37,685.39,,979.6403608626819,175.91618421551627,
285,,211.29,488.05,,830.4824134278432,175.81304654962042,
286,,486.52,953.43,,514.5496853466831,175.80572325392725,
287,y2-(HCOOH)(1+),230.81,258.16,b2-(HCOH)(1+),767.657485223439,175.63223150847531,0.661
,a2-(HCOH)(1+),230.81,258.16,y2-(H2O)(1+),767.657485223439,175.63223150847531,0.69
288,,475.41,672.1,,2013.3232189049031,175.45544112920555,
289,,519.98,815.55,,595.8163490085886,175.35444050884334,
290,,373.81,519.0,,659.0830976485804,175.33424244051093,
291,,274.87,485.88,,588.9199726992017,175.27532808351165,
292,,325.67,815.9,,193.80997860552984,175.25712442388607,
293,,597.51,947.03,,532.4852957815268,175.2389111222702,
294,,240.02,946.77,,2031.4400381547714,175.1511511977148,
295,,257.93,608.64,,2152.6928572910933,175.1020291900953,
296,,363.08,705.13,,792.5730698666245,174.88996095330415,
297,,414.51,726.1,,296.5716565488984,174.6515873409383,
298,y2(1+),276.1,529.25,b4(1+),1870.5125608106146,174.54058473877183,0.072
299,,258.49,921.25,,882.3604160656486,174.53959711541594,
300,,186.74,586.24,,565.807024138736,174.3607141583731,
301,,611.27,670.66,,337.8715422187219,174.01595534895833,
302,,194.47,816.56,,535.0189537419043,173.56751939272442,
303,,170.61,715.22,,1227.7563425475475,173.54494785985494,
304,y2(1+),275.77,411.29,b3-(CH3NH2)-(HCOH)(1+),2653.203152284754,173.29162839996005,0.398
,y2(1+),275.77,411.29,bi(3-6)-(NH3)(1+),2653.203152284754,173.29162839996005,0.4
