Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
87,,753.29,977.65,,2150.0818753698627,278.8518382792931,
88,y4-(HCOH)-(HCOH)(1+),507.49,568.08,a5-(H2O)(1+),1315.0809774541365,278.29591530143944,0.304
,y4-(HCOH)-(HCOH)(1+),507.49,568.08,b5-(HCOOH)(1+),1315.0809774541365,278.29591530143944,0.311
89,,243.64,1204.06,,1116.4764827634147,274.93116241501093,
90,,559.79,593.9,,1697.7809122943522,274.0263648664642,
91,,695.69,860.15,,1322.404187496997,273.69326541707903,
92,,288.11,1187.33,,1217.5924247573225,273.5742333028174,
93,,332.23,793.53,,698.2303334036837,273.2340988643156,
94,,705.58,1135.12,,1278.6662234940395,272.965583025429,
95,b5-2(NH3)(1+),580.07,923.32,y7(1+),1180.6665219862005,272.5951517222909,0.228
96,,563.84,572.07,,996.8518444433594,272.52656319153067,
97,ai(10-11)-(NH3)(1+),228.96,1117.73,b9(1+),1071.5566238006793,271.89554469487643,0.23
98,,664.69,1227.11,,1800.4356926191062,271.8174832331995,
99,,672.62,732.96,,3683.7339378083275,271.0373671430656,
100,,397.94,665.16,,1205.3607308175729,269.84479383361383,
101,,594.65,1095.79,,1239.8730167540366,269.6507142459831,
102,,566.55,1373.44,,1111.549859766272,269.468423681484,
103,y2(1+),333.87,614.16,b5(1+),2403.0790893016565,268.258022440721,0.696
104,,733.89,1005.41,,831.2053990145531,268.1236070959306,
105,,412.25,753.86,,2372.9930728647596,268.04637869927785,
106,,499.34,605.41,,1696.1445604302178,266.5537498393948,
107,y3(1+),419.92,938.97,b8-(CH3NH2)(1+),1805.8190027920298,266.3215641677995,0.549
108,,704.89,906.02,,1174.0779937910847,264.5629106437307,
109,,503.03,687.45,,1442.0538036346184,264.25623156345927,
110,,593.98,1015.85,,898.7415374883013,262.55116325015706,
111,,402.09,1135.72,,661.2798619465407,262.5291841837861,
112,,724.24,733.57,,2770.0751998512983,261.96182924475096,
113,,542.81,643.67,,603.9495750237829,261.42821951656447,
114,b4-2(NH3)-(CH3NH2)(1+),420.1,840.39,bi(5-11)-2(H2O)-(HCOH)(1+),814.591695960239,261.1371575254787,0.073
,y3(1+),420.1,840.39,bi(3-9)-2(NH3)(1+),814.591695960239,261.1371575254787,0.12
,y3(1+),420.1,840.39,b7-(NH3)(1+),814.591695960239,261.1371575254787,0.124
115,y3(1+),420.86,1069.38,b9-(H2O)-(HCOH)(1+),812.2270633991817,260.9228793469677,0.655
116,y2-(H2O)(1+),315.0,971.02,b8(1+),1687.8130009432941,260.5869046901669,0.579
117,,1173.45,1225.41,,1174.2491650320842,260.4997191594421,
118,,585.32,745.31,,3039.000293570873,259.0745834960825,
119,,1225.66,1361.04,,781.1806578126375,257.609575075578,
120,y4-(HCOH)(1+),537.06,609.6,bi(4-8)-(HCOH)-(CH3NH2)(1+),1465.6517714530607,257.5244474133221,0.372
121,,567.12,1359.31,,1489.7258779668523,257.35311127109406,
122,,568.39,1155.33,,1118.3868524759944,255.5139581084162,
123,,686.86,1223.67,,1136.2427900676837,255.27145581523504,
124,,714.83,743.29,,2247.445238155038,255.11551775449033,
125,,1205.62,1347.27,,696.0117257592761,252.82458871670192,
126,,679.17,1206.11,,3301.389675072844,252.75572302286136,
127,,245.55,673.28,,874.9866979896152,251.14769188630243,
128,,585.79,656.02,,1177.0806939267109,250.87889492254422,
129,,753.59,1007.94,,1359.9482825629805,250.8628056990527,
130,,829.85,1204.8,,1284.8261351352364,249.92365125706118,
131,,1187.65,1226.86,,1116.8655797275117,249.51830927870708,
132,,391.31,726.77,,626.4600438350553,249.22601963136333,
133,,367.4,1117.87,,1371.0517573997154,248.6472044233823,
134,,315.35,1034.62,,859.1550031580209,248.12098377580983,
135,,696.72,1099.66,,1235.0846715358243,247.89952904624062,
136,,602.95,1086.87,,1449.4040681524345,246.6573045104858,
137,,840.69,1205.61,,954.4809121289125,246.5965663861179,
138,,744.12,1157.42,,1249.2553988110508,246.46557285240704,
139,,800.24,1118.02,,1303.5068900465205,246.22409392037335,
140,,613.75,1103.04,,1016.0079240888612,245.59876187071967,
141,a5-(H2O)-(CH3NHCH3)(1+),523.09,794.91,y6(1+),1052.9695274543037,245.52952513783987,0.512
,b5-(HCOOH)-(CH3NHCH3)(1+),523.09,794.91,y6(1+),1052.9695274543037,245.52952513783987,0.512
142,,673.11,1359.82,,1483.5821185166742,245.29614487214613,
143,,270.76,421.09,,679.6292481567692,244.49208650586695,
144,,622.98,724.57,,1652.830313653912,244.36816367447219,
145,,688.13,925.31,,1961.065633123818,244.25120632865588,
146,,686.87,721.04,,1166.0664097339302,244.1951586668254,
147,,616.43,1225.26,,1240.3276395590176,244.05368313846998,
148,a5-(HCOH)-(CH3NH2)(1+),525.48,567.43,y4(1+),854.9790032412578,243.9512483304649,0.269
149,,429.34,1117.43,,1153.2199546266436,243.79309351810548,
150,,630.29,1187.44,,1805.6162037115844,243.4848198498742,
151,,939.69,1206.78,,1402.4312698071262,243.33744095749708,
152,,357.67,1118.14,,1324.6445846903143,243.27812760966867,
153,,733.67,926.72,,1947.1003476392127,243.2119638718117,
154,y3(1+),420.74,826.77,bi(3-9)-(H2O)-(HCOH)(1+),1288.047998853412,242.99784393976896,0.627
,y3(1+),420.74,826.77,b7-(CH3NH2)(1+),1288.047998853412,242.99784393976896,0.668
155,,579.65,628.54,,758.7441059667347,242.72050658102953,
156,,375.78,687.71,,1305.1289033641876,242.26661093461365,
157,,547.2,629.55,,1089.6070926437578,242.0054999877185,
158,,420.02,1292.6,,535.2331752192199,241.78471852112213,
159,a4-2(NH3)(1+),423.22,1053.05,y8(1+),1114.596439152902,241.4086361592215,0.54
,b4-(NH3)-(CH3NHCH3)(1+),423.22,1053.05,y8(1+),1114.596439152902,241.4086361592215,0.541
160,,334.05,664.72,,2160.895889204887,241.30707716870688,
161,y2-2(H2O)(1+),296.9,664.22,b6-2(NH3)-(CH3NHCH3)(1+),699.435402588982,241.21010179515827,0.271
162,bi(6-8)-2(NH3)-(HCOH)(1+),292.96,580.46,b5-2(NH3)(1+),642.5033211389095,241.04991276455948,0.258
,ai(6-8)-2(H2O)(1+),292.96,580.46,b5-2(NH3)(1+),642.5033211389095,241.04991276455948,0.29
,bi(6-8)-(H2O)-(HCOOH)(1+),292.96,580.46,b5-2(NH3)(1+),642.5033211389095,241.04991276455948,0.29
163,,751.61,1037.43,,1092.863318250205,240.95057257080904,
164,ai(4-7)-2(NH3)-(CH3NHCH3)(1+),449.8,680.22,y5(1+),802.7961318399277,240.2311067226113,0.394
,b4-2(H2O)(1+),449.8,680.22,y5(1+),802.7961318399277,240.2311067226113,0.582
165,y3-(NH3)(1+),402.99,647.61,a6-2(H2O)-(CH3NH2)(1+),1553.0974058756362,240.2002583700754,0.702
166,,647.05,982.7,,602.8082154286017,240.02165776154257,
167,,358.7,744.44,,994.0825848247774,239.69021884037437,
168,,858.15,1087.95,,1095.611035029255,239.34949183649326,
169,,529.04,603.2,,1207.5515134989046,238.75984591825403,
170,,753.44,892.98,,2134.000689291097,238.61305639744245,
171,,1206.34,1379.04,,787.1536987626012,238.3755046398405,
172,,1116.93,1148.63,,807.7063194663249,238.01419482048524,
173,,457.04,1089.62,,451.20970651386864,237.14460498146312,
174,,486.69,682.12,,1032.4668549688352,237.01604224930242,
175,,696.2,1407.65,,969.8702761434083,236.7721784100922,
176,bi(7-11)-(NH3)(1+),631.03,682.79,b6-(HCOH)-(CH3NH2)(1+),1868.8268722971086,236.42221365687118,0.564
177,,647.32,690.68,,647.4204609737067,236.38805358341685,
178,,567.7,615.11,,3147.397100899572,235.77728094080635,
179,,697.38,1231.31,,919.2660225334855,235.60847862966386,
180,y4-(HCOH)-(HCOH)(1+),507.21,725.27,b6-(H2O)(1+),1068.4847703416906,235.4665665401105,0.092
181,,506.62,971.63,,1092.3366024248157,235.2901662583653,
182,,419.91,899.88,,633.1339172806427,233.48981090926634,
183,,971.08,1373.27,,788.7048831468608,233.10281009964032,
184,,594.65,697.01,,2535.8534063295847,233.08986123657138,
185,,579.55,724.59,,1395.4968648108863,232.2260643862148,
186,,571.04,1053.03,,1818.239276618094,231.48006236308996,
187,,752.85,1225.24,,2097.8957735354247,231.21192158611174,
188,,477.48,686.74,,1152.4811898962662,231.12814922214648,
189,ai(9-11)-(H2O)(1+),375.46,970.4,b8(1+),735.4763084150328,230.86971257758452,0.289
,ai(9-11)-(NH3)(1+),375.46,970.4,b8(1+),735.4763084150328,230.86971257758452,0.703
190,,745.07,757.63,,1338.5283828405547,230.74439114729228,
191,,725.08,829.06,,822.721887470315,230.42641579580712,
192,,678.64,1175.52,,1276.078007227109,230.33304261973348,
193,,460.02,760.51,,1331.1063066000427,229.39961153969483,
194,ai(4-6)-2(H2O)-(CH3NH2)(1+),348.32,733.83,y6-(HCOH)-(HCOH)(1+),1505.1989232915068,229.34016377104058,0.592
195,y2(1+),332.96,565.85,b5-(NH3)-(CH3NH2)(1+),1053.9350470940349,229.14255635409077,0.453
,y2(1+),332.96,565.85,b5-(H2O)-(CH3NH2)(1+),1053.9350470940349,229.14255635409077,0.643
196,,521.37,589.02,,935.0410695702133,228.81967004046564,
197,,982.95,1119.17,,1098.9043290508437,228.71684339616667,
198,,585.69,942.94,,898.0727808609757,228.49610720041562,
199,y2-(H2O)(1+),314.97,796.36,b7-(HCOH)-(CH3NH2)(1+),702.1621243327148,227.86099182310522,0.211
200,,270.75,612.94,,844.6039453868011,227.30112841287902,
201,,536.29,704.64,,654.7669078178221,227.13679246722603,
202,,556.79,1053.24,,1939.7396067889513,226.28519524742197,
203,,520.33,548.25,,1349.6495822807562,226.14373692702898,
204,,722.91,754.07,,2524.315896803933,225.97392618328848,
205,,273.71,485.76,,498.98153358958996,225.24106144919998,
206,b5(1+),614.73,716.78,bi(6-11)-(HCOH)-(HCOH)(1+),1457.163621015026,224.93930228046955,0.7
207,,497.2,753.34,,1427.241975079407,224.61259168114924,
208,,570.71,594.73,,904.0718494765885,223.8121597655077,
209,y4-(NH3)-(HCOH)(1+),521.0,622.59,ai(3-8)-(HCOOH)-(CH3NH2)(1+),892.812012047598,223.68651892807821,0.784
210,,598.98,793.93,,712.8102078481269,223.5498704510397,
211,ai(8-11)-(HCOH)(1+),476.9,857.66,b7(1+),760.3801481896879,223.473154070571,0.695
,bi(2-5)-2(H2O)-(CH3NHCH3)(1+),476.9,857.66,y7-2(H2O)-(HCOH)(1+),760.3801481896879,223.473154070571,0.737
212,,695.46,717.05,,1666.0304334027196,223.42235251561277,
213,,686.65,1156.31,,954.3789076584136,223.32910606405875,
214,,664.65,683.11,,2090.104206283432,223.16998965292828,
215,,594.01,602.74,,2101.2332537638003,222.84879043668667,
216,,542.51,594.79,,1533.669463775267,222.83272407623573,
217,,1034.68,1054.85,,919.5689904119452,222.60440814617718,
218,,759.89,1334.81,,564.6176761351912,222.0673227488123,
219,,891.64,1054.22,,1081.1619348374027,221.9653254884906,
220,y2(1+),333.8,715.3,a6(1+),836.1364147487876,221.89051011635823,0.612
221,,588.34,969.56,,778.786496037428,221.1667589435588,
222,a4-2(H2O)(1+),420.8,1034.96,y8-(H2O)(1+),1724.6821425319893,221.09176268233998,0.644
,a4-2(H2O)(1+),420.8,1034.96,y8-(NH3)(1+),1724.6821425319893,221.09176268233998,0.681
,b4-2(NH3)-(CH3NH2)(1+),420.8,1034.96,y8-(H2O)(1+),1724.6821425319893,221.09176268233998,0.786
223,,970.72,1359.65,,1341.2702776036124,220.8573548685162,
224,,753.82,1468.05,,1257.76782979591,220.81603313154375,
225,,473.11,605.17,,1056.3314437133122,220.6520512338397,
226,,603.03,1373.26,,822.0059738610836,220.58895888614396,
227,,687.09,1247.11,,807.5803709509585,220.33155577010496,
228,,734.76,1044.74,,1131.3701860616402,220.12977956072575,
229,,476.93,751.6,,1882.9822255561844,220.0986580132599,
230,,1360.22,1409.63,,613.4066549873323,219.55271127582114,
231,,563.52,664.33,,1029.577057861979,219.520030891681,
232,,704.3,1116.64,,1156.191843281145,219.30088000769084,
233,,678.0,1089.71,,840.7604462986762,219.04677107623291,
234,,543.29,1016.66,,500.44914026879945,218.96472512648302,
235,y3-(NH3)(1+),402.95,742.87,b6(1+),978.7404107869621,218.39244679775663,0.541
,y3-(NH3)(1+),402.95,742.87,ai(4-9)-(NH3)-(HCOH)(1+),978.7404107869621,218.39244679775663,0.55
,y3-(NH3)(1+),402.95,742.87,bi(4-9)-(CH3NHCH3)-(HCOH)(1+),978.7404107869621,218.39244679775663,0.577
,y3-(NH3)(1+),402.95,742.87,ai(4-9)-(HCOOH)(1+),978.7404107869621,218.39244679775663,0.604
236,,506.42,1390.5,,1166.9287663543944,218.25020650608775,
237,,753.63,1173.5,,3515.864863030928,218.0385208132059,
238,,710.87,734.76,,1268.0342111529155,217.8821653473777,
239,,647.68,1087.94,,997.0154327702897,217.8593671660374,
240,y4-(HCOH)-(HCOH)(1+),507.1,695.86,bi(3-8)-(CH3NH2)(1+),1074.7096122515673,217.8302286840747,0.5
,y4-(HCOH)-(HCOH)(1+),507.1,695.86,b6-(NH3)-(CH3NH2)(1+),1074.7096122515673,217.8302286840747,0.604
241,bi(7-11)-(H2O)(1+),630.59,713.61,b6-(HCOH)(1+),871.3160644841404,217.42076771347215,0.396
,bi(7-11)-(NH3)(1+),630.59,713.61,b6-(HCOH)(1+),871.3160644841404,217.42076771347215,0.75
242,y4-(NH3)(1+),550.47,908.32,b8-(NH3)-(CH3NHCH3)(1+),768.4029089501923,216.63591699898208,0.212
,y4-(NH3)(1+),550.47,908.32,a8-2(NH3)(1+),768.4029089501923,216.63591699898208,0.224
243,y4-2(NH3)(1+),532.65,754.43,a7-(HCOH)-(CH3NHCH3)(1+),2208.645378653978,216.4739163900075,0.6
244,,245.72,614.24,,823.6338495834914,216.13639908587672,
245,,859.97,1205.8,,1320.7270753498908,216.06971946957304,
246,,575.88,658.81,,964.2455176597676,215.76948932179684,
247,,909.13,1119.75,,920.4675961366607,215.70526069198974,
248,,777.68,1118.26,,1236.4906559206333,215.6849082412183,
249,y3(1+),419.99,778.09,b7-2(NH3)-(CH3NHCH3)(1+),892.9165755468441,215.2134609941558,0.298
,b4-2(NH3)-(CH3NH2)(1+),419.99,778.09,y6-(NH3)(1+),892.9165755468441,215.2134609941558,0.723
250,,665.77,970.02,,1943.0575423922903,215.10168786304106,
251,,400.36,567.35,,913.5452220105773,215.0610287765865,
252,,579.91,1039.86,,480.3168080679864,215.02528643860336,
253,,939.31,1116.15,,706.2244173589667,214.95922139955732,
254,,514.93,970.32,,939.641905370213,214.9533297915423,
255,,1014.59,1118.45,,887.845605702087,214.75182231671477,
256,,567.4,874.14,,936.9496595662933,214.46771732884318,
257,y4(1+),567.15,826.57,b7-(CH3NH2)(1+),1047.1289427499523,214.4316970138487,0.261
258,,1073.95,1117.21,,1136.6309203942699,214.40771082849122,
259,,315.51,594.54,,994.9299477711035,214.39717712675173,
260,,761.37,980.55,,738.041098686224,213.9176340093371,
261,,677.86,1189.38,,1044.191853958727,213.88890332080584,
262,,660.46,734.75,,1919.91391171026,213.65347490984493,
263,,332.68,724.22,,1550.7311446595093,213.617643664945,
264,,697.28,1186.29,,2026.4935797914038,213.60641062570048,
265,,423.74,1390.9,,671.6316225286088,213.29077923367805,
266,,559.97,735.79,,1541.01780451852,213.21372645919033,
267,y4-(H2O)(1+),549.1,665.35,ai(3-8)-2(NH3)(1+),1708.6955798212784,213.14506823490112,0.182
,y4-(H2O)(1+),549.1,665.35,bi(3-8)-(NH3)-(CH3NHCH3)(1+),1708.6955798212784,213.14506823490112,0.19
268,,536.49,567.01,,1228.4031473781056,212.8911680850811,
269,,647.63,1475.92,,771.8490937003024,212.85621368345156,
270,,549.41,1363.3,,751.9981792773189,212.5885438341648,
271,,752.96,1073.04,,2203.45621792748,212.50709761861776,
272,,619.35,970.73,,1324.8473578648695,212.38230214147495,
273,,754.37,1342.82,,752.4594388558404,211.80485940257495,
274,b4-2(NH3)-(CH3NH2)(1+),419.89,575.94,ai(5-9)-(HCOH)(1+),937.8506930844078,211.00778997706755,0.717
,y3(1+),419.89,575.94,ai(5-9)-(HCOH)(1+),937.8506930844078,211.00778997706755,0.738
275,,384.96,695.65,,655.3822555842057,210.448238874594,
276,,603.76,705.0,,1430.6357900634675,210.2562465490925,
277,,287.69,1053.12,,796.1250585110321,210.2376538230574,
278,,664.59,1409.79,,988.7268645338212,210.1516462340493,
279,,694.52,1204.33,,988.8717578522691,210.1172625351996,
280,y3(1+),419.94,546.62,b5-2(H2O)-(CH3NH2)(1+),1136.3044242881037,210.09847012070495,0.68
281,,582.56,858.01,,863.6231546172938,209.82725924392778,
282,,705.07,750.5,,1457.4859967858404,209.63557631470977,
283,,613.68,1377.25,,747.2659648716235,209.22693803373534,
284,,759.65,1212.49,,645.6308308783614,208.99092763439475,
285,y2(1+),332.59,546.34,ai(6-10)-(NH3)(1+),644.1853638183311,208.77686495717427,0.607
286,,604.48,664.65,,1992.8624826231614,208.5438396265009,
287,,695.17,874.27,,542.2389078977981,208.4484195837099,
288,a5-(NH3)-(CH3NHCH3)(1+),524.08,733.85,y6-(HCOH)-(HCOH)(1+),1927.727049623715,207.91603787589187,0.568
289,,515.96,753.33,,2462.5606962181328,207.67480190377694,
290,,742.54,1187.32,,1804.5491995124225,207.55136078214184,
291,,396.67,761.05,,1412.5858858515794,207.45971641860862,
292,,288.13,604.23,,768.0406278008845,207.41254907652356,
293,,971.09,1017.68,,1217.0555249372546,207.31972153776496,
294,,647.36,1203.58,,2014.7963665924542,207.01910842067792,
295,,1017.54,1185.97,,641.2917454668341,206.99560068483956,
296,,613.31,1190.41,,931.3615741063741,206.7516270345091,
297,,678.04,715.54,,983.6991913814313,206.65320488876398,
298,bi(2-6)-(NH3)-(CH3NHCH3)(1+),624.16,734.04,y6-(HCOH)-(HCOH)(1+),2409.0412648856486,206.41228083847523,0.369
,ai(2-6)-2(NH3)(1+),624.16,734.04,y6-(HCOH)-(HCOH)(1+),2409.0412648856486,206.41228083847523,0.376
,a6-(HCOOH)-(CH3NHCH3)(1+),624.16,734.04,y6-(HCOH)-(HCOH)(1+),2409.0412648856486,206.41228083847523,0.379
299,y2-(H20)-(NH3)(1+),298.58,648.31,a6-2(H2O)-(CH3NH2)(1+),1141.320811541895,206.29486501420288,0.421
,y2-2(NH3)(1+),298.58,648.31,a6-2(H2O)-(CH3NH2)(1+),1141.320811541895,206.29486501420288,0.561
,ai(7-9)-(H2O)-(HCOH)(1+),298.58,648.31,a6-2(H2O)-(CH3NH2)(1+),1141.320811541895,206.29486501420288,0.601
300,,538.71,1205.5,,1381.9090225780465,206.17833622997634,
301,,315.29,602.5,,727.0109675407409,205.4789070440596,
302,,750.93,1016.39,,1199.8826303310104,205.32708730094993,
303,,942.6,1186.77,,918.0561218362503,205.2276896445251,
