,each_original_data,m/z A,m/z B,Interpretation A,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
15,y2 (1+) @ 273.88 & [b10-NH3] (1+) @ 1122.11,273.88,1122.11,y2(1+),b10-(NH3)(1+),1.0,1.0,0.693
16,y2 (1+) @ 273.94 & b10 (1+) @ 1138.46,273.94,1138.46,y2(1+),bi(2-11)(1+),1.0,1.0,0.257
17,y2 (1+) @ 273.94 & b10 (1+) @ 1138.46,273.94,1138.46,y2(1+),b10(1+),1.0,1.0,0.257
18,y2 (1+) @ 273.99 & ai10-11 (1+) @ 198.67,273.99,198.67,y2(1+),ai(10-11)(1+),1.0,1.0,0.548
19,y2 (1+) @ 273.99 & ai10-11 (1+) @ 198.67,273.99,198.67,b5-(H2O)(2+),y2-2(NH3)-(HN=C=NH)(1+),1.0,1.0,0.573
20,y2 (1+) @ 273.99 & ai10-11 (1+) @ 198.67,273.99,198.67,y2(1+),bi(8-11)-(NH3)(2+),1.0,1.0,0.585
21,y2 (1+) @ 273.99 & ai10-11 (1+) @ 198.67,273.99,198.67,b5-(NH3)(2+),y2-2(NH3)-(HN=C=NH)(1+),1.0,1.0,0.828
22,y2 (1+) @ 273.99 & ai10-11 (1+) @ 198.67,273.99,198.67,y2(1+),a4-2(H2O)-(HCOOH)(2+),1.0,1.0,0.941
23,y2 (1+) @ 274.0 & b11 (2+) @ 626.38,274.0,626.38,b5-(H2O)(2+),y6-(NH3)-(HN=C=NH)(1+),1.0,1.0,0.11
24,y2 (1+) @ 274.0 & b11 (2+) @ 626.38,274.0,626.38,y2(1+),b11(2+),1.0,1.0,0.206
25,y2 (1+) @ 274.0 & b11 (2+) @ 626.38,274.0,626.38,b5-(NH3)(2+),y6-(NH3)-(HN=C=NH)(1+),1.0,1.0,0.6
26,y2 (1+) @ 274.0 & b11 (2+) @ 626.38,274.0,626.38,bi(5-7)-(HCOH)-(HCOH)(1+),y6-(NH3)-(HN=C=NH)(1+),1.0,1.0,0.86
27,y2 (1+) @ 274.0 & b11 (2+) @ 626.38,274.0,626.38,b5-(H2O)(2+),bi(6-11)-(HCOH)-(HCOH)(1+),1.0,1.0,0.986
28,y2 (1+) @ 274.0 & b11 (2+) @ 626.38,274.0,626.38,b5-(H2O)(2+),y6-(H2O)-(HN=C=NH)(1+),1.0,1.0,0.986
29,y2 (1+) @ 274.0 & b11 (2+) @ 626.38,274.0,626.38,y2(1+),bi(6-11)-(HCOH)-(HCOH)(1+),1.0,1.0,0.998
30,y2 (1+) @ 274.1 & [b11-NH3] (2+) @ 617.47,274.1,617.47,y2(1+),b11-(H2O)(2+),1.0,1.0,0.192
31,y2 (1+) @ 274.1 & [b11-NH3] (2+) @ 617.47,274.1,617.47,y2(1+),b11-(NH3)(2+),1.0,1.0,0.332
32,y2 (1+) @ 274.1 & [b11-NH3] (2+) @ 617.47,274.1,617.47,ai(7-12)-2(NH3)-(HCOH)(2+),a6-2(H2O)-(HCOH)(1+),1.0,1.0,0.792
33,y2 (1+) @ 274.1 & [b11-NH3] (2+) @ 617.47,274.1,617.47,y2(1+),a6-2(H2O)-(HCOH)(1+),1.0,1.0,0.795
34,y5 (2+) @ 286.06 & [b8-NH3] (1+) @ 937.39,286.06,937.39,y5(2+),b8-(NH3)(1+),1.0,1.0,0.141
35,y5 (2+) @ 286.06 & b8 (1+) @ 954.34,286.06,954.34,y5(2+),b8(1+),1.0,1.0,0.152
36,y6 (2+) @ 343.17 & [b7-NH3] (1+) @ 822.63,343.17,822.63,y6(2+),b7-(H2O)(1+),1.0,1.0,0.294
37,y6 (2+) @ 343.17 & [b7-NH3] (1+) @ 822.63,343.17,822.63,y6(2+),b7-(NH3)(1+),1.0,1.0,0.702
38,y6 (2+) @ 343.18 & b7 (1+) @ 840.4,343.18,840.4,y6(2+),b7(1+),1.0,1.0,0.064
39,y3 (1+) @ 387.1 & [b10-NH3] (2+) @ 560.95,387.1,560.95,y3(1+),b10-(H2O)(2+),1.0,1.0,0.255
40,y3 (1+) @ 387.1 & [b10-NH3] (2+) @ 560.95,387.1,560.95,y3(1+),b10-(NH3)(2+),1.0,1.0,0.345
41,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,y3(1+),a10-(NH3)(2+),1.0,1.0,0.133
42,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,y3(1+),b5-(H2O)(1+),1.0,1.0,0.143
43,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,y3(1+),b10-(HCOOH)(2+),1.0,1.0,0.536
44,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,y3(1+),a10-(H2O)(2+),1.0,1.0,0.536
45,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,y7-(HN=C=NH)(2+),b5-(H2O)(1+),1.0,1.0,0.902
46,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,y3(1+),b5-(NH3)(1+),1.0,1.0,0.929
47,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,ai(6-9)-(NH3)-(HCOH)(1+),b5-(H2O)(1+),1.0,1.0,0.962
48,y3 (1+) @ 387.14 & [a10-NH3] (2+) @ 547.28,387.14,547.28,y3(1+),ai(6-10)(1+),1.0,1.0,0.989
49,y3 (1+) @ 387.15 & b10 (2+) @ 569.71,387.15,569.71,y3(1+),b10(2+),1.0,1.0,0.13
50,y3 (1+) @ 387.15 & b10 (2+) @ 569.71,387.15,569.71,y3(1+),ai(5-10)-2(NH3)(1+),1.0,1.0,0.456
51,y3 (1+) @ 387.19 & b9 (1+) @ 1025.41,387.19,1025.41,y3(1+),bi(2-10)(1+),1.0,1.0,0.082
52,y3 (1+) @ 387.19 & b9 (1+) @ 1025.41,387.19,1025.41,y3(1+),b9(1+),1.0,1.0,0.082
53,395.09 & 332.94,395.09,332.94,,,1.0,1.0,
54,[y7-NH3] (2+) @ 398.45 & b6 (1+) @ 712.41,398.45,712.41,y7-(H2O)(2+),b6(1+),1.0,1.0,0.233
55,[y7-NH3] (2+) @ 398.45 & b6 (1+) @ 712.41,398.45,712.41,y7-(NH3)(2+),b6(1+),1.0,1.0,0.314
56,[y7-NH3] (2+) @ 398.45 & b6 (1+) @ 712.41,398.45,712.41,ai(7-10)(1+),b6(1+),1.0,1.0,0.789
57,y7 (2+) @ 407.31 & b6 (1+) @ 712.37,407.31,712.37,y7(2+),b6(1+),1.0,1.0,0.1
58,447.1 & 337.82,447.1,337.82,y8-2(H2O)-(HCOH)(2+),ai(3-5)-(HCOH)(1+),1.0,1.0,0.976
59,[y9-NH3] (2+) @ 500.36 & b8 (1+) @ 954.34,500.36,954.34,y4(1+),b8(1+),1.0,1.0,0.06
60,518.11 & 319.86,518.11,319.86,b5-(NH3)-(HCOH)(1+),bi(6-11)-(H2O)-(HCOH)(2+),1.0,1.0,0.33
61,518.11 & 319.86,518.11,319.86,b5-(NH3)-(HCOH)(1+),bi(6-11)-(NH3)-(HCOH)(2+),1.0,1.0,0.824
62,518.11 & 319.86,518.11,319.86,b5-(H2O)-(HCOH)(1+),bi(6-11)-(H2O)-(HCOH)(2+),1.0,1.0,0.965
63,bi5-9 (1+) @ 518.15 & [bi3-4 – HCOOH] (1+) @ 291.85,518.15,291.85,,,1.0,1.0,
64,bi5-9 (1+) @ 518.33 & y4 (1+) @ 500.42,518.33,500.42,bi(5-9)(1+),y4(1+),1.0,1.0,0.108
65,bi5-9 (1+) @ 518.33 & y4 (1+) @ 500.42,518.33,500.42,b5-(NH3)-(HCOH)(1+),y4(1+),1.0,1.0,0.152
66,bi5-9 (1+) @ 518.33 & y4 (1+) @ 500.42,518.33,500.42,b5-(HCOOH)(1+),y4(1+),1.0,1.0,0.892
67,bi5-9 (1+) @ 518.33 & y4 (1+) @ 500.42,518.33,500.42,a5-(H2O)(1+),y4(1+),1.0,1.0,0.892
68,524.22 & 313.54,524.22,313.54,bi(4-7)-(NH3)(1+),y6-(NH3)-(HN=C=NH)(2+),1.0,1.0,0.165
69,524.22 & 313.54,524.22,313.54,bi(4-7)-(NH3)(1+),y6-(H2O)-(HN=C=NH)(2+),1.0,1.0,0.332
70,537.05 & 461.15,537.05,461.15,a5(1+),bi(6-9)(1+),1.0,1.0,0.19
71,537.05 & 461.15,537.05,461.15,ai(5-10)-2(H2O)-(HCOH)(1+),b4-(NH3)-(HCOH)(1+),1.0,1.0,0.241
72,537.05 & 461.15,537.05,461.15,y5-2(NH3)(1+),b4-(NH3)-(HCOH)(1+),1.0,1.0,0.291
73,537.05 & 461.15,537.05,461.15,y5-2(NH3)(1+),b8-2(NH3)(2+),1.0,1.0,0.552
74,537.05 & 461.15,537.05,461.15,ai(5-10)-2(H2O)-(HCOH)(1+),b4-(H2O)-(HCOH)(1+),1.0,1.0,0.999
75,[y10-NH3] (2+) @ 604.9 & b3 (1+) @ 299.81,604.9,299.81,y10-(NH3)(2+),b3(1+),1.0,1.0,0.361
76,[y10-NH3] (2+) @ 604.9 & b3 (1+) @ 299.81,604.9,299.81,y10-(H2O)(2+),b3(1+),1.0,1.0,0.677
77,y10 (2+) @ 613.96 & b3 (1+) @ 299.83,613.96,299.83,y10(2+),b3(1+),1.0,1.0,0.72
78,c11 (2+) @ 634.43 & [z2-H2O] (1+) @ 239.69,634.43,239.69,,,1.0,1.0,
79,bi(4-8) (1+) @ 655.43 & b3 (1+) @ 299.94,655.43,299.94,bi(4-8)(1+),b3(1+),1.0,1.0,0.284
80,y6 (1+) @ 685.28 & b6 (2+) @ 356.25,685.28,356.25,y6(1+),b6(2+),1.0,1.0,0.431
81,y6 (1+) @ 685.28 & b6 (2+) @ 356.25,685.28,356.25,y6(1+),bi(2-7)-(NH3)(2+),1.0,1.0,0.64
82,y6 (1+) @ 685.47 & b7 (2+) @ 420.68,685.47,420.68,y6(1+),b7(2+),1.0,1.0,0.03
83,y6 (1+) @ 685.52 & b6(1+) @ 712.65,685.52,712.65,y6(1+),b6(1+),1.0,1.0,0.369
84,y6 (1+) @ 685.7 & b5 (1+) @ 565.38,685.7,565.38,y6(1+),b5(1+),1.0,1.0,0.3
85,y6 (1+) @ 685.7 & b5 (1+) @ 565.38,685.7,565.38,y6(1+),ai(3-7)-(HCOOH)-(HCOH)(1+),1.0,1.0,0.889
86,b6 (1+) @ 712.35 & bi7-8 (1+) @ 242.83,712.35,242.83,b6(1+),bi(7-8)(1+),1.0,1.0,0.286
87,b6 (1+) @ 712.35 & bi7-8 (1+) @ 242.83,712.35,242.83,b6(1+),y4-(NH3)(2+),1.0,1.0,0.663
88,b6 (1+) @ 712.35 & bi7-8 (1+) @ 242.83,712.35,242.83,ai(6-12)-(NH3)-(HCOH)(1+),b5-2(NH3)-(HCOOH)(2+),1.0,1.0,0.975
89,c6 (1+) @ 729.52 & y6 (1+) @ 685.6,729.52,685.6,,,1.0,1.0,
90,bi5-11 (1+) @ 744.47 & y2 (1+) @ 274.17,744.47,274.17,bi(5-11)(1+),y2(1+),1.0,1.0,0.073
91,[bi3-9 -H2O] (1+) @ 837.58 & y4 (1+) @ 500.18,837.58,500.18,bi(3-9)-(H2O)(1+),y4(1+),1.0,1.0,0.316
92,[bi3-9 -H2O] (1+) @ 837.58 & y4 (1+) @ 500.18,837.58,500.18,ai(2-9)-(NH3)-(HCOH)(1+),y4(1+),1.0,1.0,0.324
93,[bi3-9 -H2O] (1+) @ 837.58 & y4 (1+) @ 500.18,837.58,500.18,bi(3-9)-(NH3)(1+),y4(1+),1.0,1.0,0.742
94,[bi3-9 -H2O] (1+) @ 837.58 & y4 (1+) @ 500.18,837.58,500.18,ai(2-9)-(HCOOH)(1+),y4(1+),1.0,1.0,0.781
95,b7 (1+) @ 840.43 & [bi8-10 – HCONH2] (1+) @ 253.8,840.43,253.8,b7(1+),ai(8-10)-(NH3)(1+),1.0,1.0,0.359
96,b7 (1+) @ 840.43 & [bi8-10 – HCONH2] (1+) @ 253.8,840.43,253.8,b7(1+),ai(8-10)-(H2O)(1+),1.0,1.0,0.645
97,840.47 & 298.93,840.47,298.93,b7(1+),bi(8-10)(1+),1.0,1.0,0.268
98,b7 (1+) @ 840.79 & bi8-9 (1+) @ 185.67,840.79,185.67,b7(1+),y3-(NH3)(2+),1.0,1.0,0.442
99,b7 (1+) @ 840.79 & bi8-9 (1+) @ 185.67,840.79,185.67,b7(1+),bi(8-9)(1+),1.0,1.0,0.608
100,b7 (1+) @ 840.79 & bi8-9 (1+) @ 185.67,840.79,185.67,b7(1+),y3-(H2O)(2+),1.0,1.0,0.697
101,c7 (1+) @ 857.81 & [z6 – H2O] (1+) @ 325.64,857.81,325.64,,,1.0,1.0,
