,each_original_data,m/z A,m/z B,Interpretation A,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
19,[y5-NH3](2+) @ 291.64 & b7 (1+) @ 827.56,291.64,827.56,ai(8-10)-2(H2O)(1+),b7(1+),1.0,1.0,0.449
20,[y5-NH3](2+) @ 291.64 & b7 (1+) @ 827.56,291.64,827.56,bi(8-10)-2(NH3)-(HCOH)(1+),b7(1+),1.0,1.0,0.488
21,[y5-NH3](2+) @ 291.64 & b7 (1+) @ 827.56,291.64,827.56,y5-(NH3)(2+),b7(1+),1.0,1.0,0.555
22,y5 (2+) @ 300.5 & b7 (1+) @ 827.42,300.5,827.42,y5(2+),b7(1+),1.0,1.0,0.2
23,y5 (2+) @ 300.5 & b7 (1+) @ 827.42,300.5,827.42,y3-(NH3)-(HN=C=NH)(1+),b7(1+),1.0,1.0,0.31
24,y5(2+) @ 300.61 & [b7-NH3] (1+) @ 809.82,300.61,809.82,y5(2+),b7-(H2O)(1+),1.0,1.0,0.41
25,y5(2+) @ 300.61 & [b7-NH3] (1+) @ 809.82,300.61,809.82,y3-(NH3)-(HN=C=NH)(1+),b7-(H2O)(1+),1.0,1.0,0.58
26,y5(2+) @ 300.61 & [b7-NH3] (1+) @ 809.82,300.61,809.82,y5(2+),b7-(NH3)(1+),1.0,1.0,0.597
27,y5(2+) @ 300.61 & [b7-NH3] (1+) @ 809.82,300.61,809.82,y3-(NH3)-(HN=C=NH)(1+),b7-(NH3)(1+),1.0,1.0,0.724
28,y5(2+) @ 300.61 & [b7-NH3] (1+) @ 809.82,300.61,809.82,y3-(NH3)-(HN=C=NH)(1+),ai(3-9)-(HCOH)(1+),1.0,1.0,0.757
29,y6 (2+) @ 359.14 & [b5-NH3] (1+) @ 525.62,359.14,525.62,y3(1+),b9-(H2O)(2+),1.0,1.0,0.197
30,y6 (2+) @ 359.14 & [b5-NH3] (1+) @ 525.62,359.14,525.62,y3(1+),b5-(NH3)(1+),1.0,1.0,0.364
31,y6 (2+) @ 359.14 & [b5-NH3] (1+) @ 525.62,359.14,525.62,y3(1+),b9-(NH3)(2+),1.0,1.0,0.668
32,y6 (2+) @ 359.14 & [b5-NH3] (1+) @ 525.62,359.14,525.62,y6(2+),ai(2-6)-(CH3COOH)(1+),1.0,1.0,0.977
33,y6 (2+) @ 359.14 & [b5-NH3] (1+) @ 525.62,359.14,525.62,y6(2+),b5-(NH3)(1+),1.0,1.0,0.994
34,y6 (2+) @ 359.14 & b9 (2+) @ 534.76,359.14,534.76,y3(1+),b9(2+),1.0,1.0,0.104
35,y6 (2+) @ 359.14 & b9 (2+) @ 534.76,359.14,534.76,y3(1+),bi(5-9)-(CH3COOH)-(HCOH)(1+),1.0,1.0,0.471
36,y7 (2+) @ 443.31 & [b5-NH3] (1+) @ 524.29,443.31,524.29,y7(2+),b5-(H2O)(1+),1.0,1.0,0.05
37,y7 (2+) @ 443.31 & [b5-NH3] (1+) @ 524.29,443.31,524.29,y7(2+),b5-(NH3)(1+),1.0,1.0,0.981
38,y7 (2+) @ 443.34 & b5 (1+) @ 542.33,443.34,542.33,y7(2+),b5(1+),1.0,1.0,0.085
39,[bi4-7 – HCOOH] (1+) @ 468.13 & ??? @ 445.09,468.13,445.09,y8-(NH3)-(HCOH)(2+),b4(1+),1.0,1.0,0.213
40,[bi4-7 – HCOOH] (1+) @ 468.13 & ??? @ 445.09,468.13,445.09,ai(5-8)(1+),b4(1+),1.0,1.0,0.219
41,[bi4-7 – HCOOH] (1+) @ 468.13 & ??? @ 445.09,468.13,445.09,ai(5-8)(1+),y4-(HN=C=NH)(1+),1.0,1.0,0.242
42,[bi4-7 – HCOOH] (1+) @ 468.13 & ??? @ 445.09,468.13,445.09,a5-(CH2S)(1+),y4-(HN=C=NH)(1+),1.0,1.0,0.262
43,[bi4-7 – HCOOH] (1+) @ 468.13 & ??? @ 445.09,468.13,445.09,y8-(H2O)-(HCOH)(2+),b4(1+),1.0,1.0,0.385
44,[bi4-7 – HCOOH] (1+) @ 468.13 & ??? @ 445.09,468.13,445.09,y8-(HCOOH)(2+),b4(1+),1.0,1.0,0.679
45,[bi4-7 – HCOOH] (1+) @ 468.13 & ??? @ 445.09,468.13,445.09,a5-(NH3)-(HCOH)(1+),y4-(HN=C=NH)(1+),1.0,1.0,0.891
46,[y8-NH3] (2+) @ 482.8 & b4 (1+) @ 445.14,482.8,445.14,y8-(H2O)(2+),b4(1+),1.0,1.0,0.112
47,[y8-NH3] (2+) @ 482.8 & b4 (1+) @ 445.14,482.8,445.14,y8-(NH3)(2+),b4(1+),1.0,1.0,0.483
48,y4 (1+) @ 487.09 & [bi4-7 – HCOOH] (1+) @ 468.09,487.09,468.09,y4(1+),ai(5-8)(1+),1.0,1.0,0.283
49,y4 (1+) @ 487.09 & [bi4-7 – HCOOH] (1+) @ 468.09,487.09,468.09,y4(1+),a5-(CH2S)(1+),1.0,1.0,0.304
50,y4 (1+) @ 487.09 & [bi4-7 – HCOOH] (1+) @ 468.09,487.09,468.09,y4(1+),a5-(NH3)-(HCOH)(1+),1.0,1.0,0.856
51,y4 (1+) @ 487.22 & a8(2+) @ 456.75,487.22,456.75,y4(1+),a8(2+),1.0,1.0,0.081
52,y4 (1+) @ 487.22 & a8(2+) @ 456.75,487.22,456.75,y4(1+),b8-(HCOH)(2+),1.0,1.0,0.993
53,y4 (1+) @ 487.33 & b7 (1+) @ 827.44,487.33,827.44,y4(1+),b7(1+),1.0,1.0,0.032
54,y8 (2+) @ 491.76 & b4 (1+) @ 444.98,491.76,444.98,y8(2+),b4(1+),1.0,1.0,0.272
55,y8 (2+) @ 491.76 & b4 (1+) @ 444.98,491.76,444.98,ai(4-8)-(CH3SH)-(CH3COOH)(1+),y4-(HN=C=NH)(1+),1.0,1.0,0.558
56,y8 (2+) @ 491.76 & b4 (1+) @ 444.98,491.76,444.98,bi(4-8)-(CH3CH2SCH3)-(CH3COOH)(1+),y4-(HN=C=NH)(1+),1.0,1.0,0.583
57,y8 (2+) @ 491.82 & a4 (1+) @ 417.1,491.82,417.1,y8(2+),a4(1+),1.0,1.0,0.153
58,y8(2+) @ 491.84 & b3(1+) @ 313.96,491.84,313.96,y8(2+),b3(1+),1.0,1.0,0.255
59,y8(2+) @ 491.84 & b3(1+) @ 313.96,491.84,313.96,ai(4-8)-(CH3SH)-(CH3COOH)(1+),b3(1+),1.0,1.0,0.604
60,y8(2+) @ 491.84 & b3(1+) @ 313.96,491.84,313.96,bi(4-8)-(CH3CH2SCH3)-(CH3COOH)(1+),b3(1+),1.0,1.0,0.632
61,y8(2+) @ 491.95 & [b4-NH3] (1+) @ 427.07,491.95,427.07,y8(2+),b4-(H2O)(1+),1.0,1.0,0.233
62,y8 (2+) @ 491.96 & [b4 - CH3SH - CO] (1+) @ 369.04,491.96,369.04,y8(2+),b4-(CH3CH2SCH3)(1+),1.0,1.0,0.24
63,y8 (2+) @ 491.96 & [b4 - CH3SH - CO] (1+) @ 369.04,491.96,369.04,y8(2+),a4-(H2O)-(HCOH)(1+),1.0,1.0,0.255
64,y8 (2+) @ 491.96 & [b4 - CH3SH - CO] (1+) @ 369.04,491.96,369.04,y8(2+),b4-(CH2S)-(HCOH)(1+),1.0,1.0,0.27
65,y8 (2+) @ 491.96 & [b4 - CH3SH - CO] (1+) @ 369.04,491.96,369.04,y8(2+),a4-(CH3SH)(1+),1.0,1.0,0.27
66,bi (5-8) (1+) @ 496.41 & y4 (1+) @ 487.01,496.41,487.01,b5-(CH2S)(1+),y4(1+),1.0,1.0,0.307
67,bi (5-8) (1+) @ 496.41 & y4 (1+) @ 487.01,496.41,487.01,a5-(H2O)(1+),y4(1+),1.0,1.0,0.314
68,bi (5-8) (1+) @ 496.41 & y4 (1+) @ 487.01,496.41,487.01,bi(5-8)(1+),y4(1+),1.0,1.0,0.318
69,bi (5-8) (1+) @ 496.41 & y4 (1+) @ 487.01,496.41,487.01,a5-(NH3)(1+),y4(1+),1.0,1.0,0.908
70,[b9-2(H2O)] (1+) @ 516.81 & y2 (1+) @ 245.85,516.81,245.85,b9-2(H2O)(2+),y2(1+),1.0,1.0,0.311
71,[y9-NH3] (2+) @ 548.5 & [b3-NH3] (1+) @ 296.11,548.5,296.11,y9-(H2O)(2+),b3-(H2O)(1+),1.0,1.0,0.219
72,[y9-NH3] (2+) @ 548.5 & [b3-NH3] (1+) @ 296.11,548.5,296.11,y9-(NH3)(2+),b3-(H2O)(1+),1.0,1.0,0.313
73,[y9-NH3] (2+) @ 548.5 & [b3-NH3] (1+) @ 296.11,548.5,296.11,bi(4-8)-(H2O)-(CH3COOH)(1+),b3-(H2O)(1+),1.0,1.0,0.795
74,y9 (2+) @ 557.39 & ??? @ 250.74,557.39,250.74,y9(2+),a3-2(H2O)(1+),1.0,1.0,0.556
75,y9 (2+) @ 557.39 & ??? @ 250.74,557.39,250.74,y9(2+),b3-2(NH3)-(HCOH)(1+),1.0,1.0,0.605
76,y9 (2+) @ 557.42 & [b3-NH3] (1+) @ 296.01,557.42,296.01,y9(2+),b3-(H2O)(1+),1.0,1.0,0.22
77,y9 (2+) @ 557.42 & [b3-NH3] (1+) @ 296.01,557.42,296.01,y5-(HN=C=NH)(1+),bi(3-7)-2(H2O)(2+),1.0,1.0,0.95
78,y9 (2+) @ 557.42 & [b3-NH3] (1+) @ 296.01,557.42,296.01,y5-(HN=C=NH)(1+),b3-(H2O)(1+),1.0,1.0,0.959
79,y5(1+) @ 600.3 & [b7-NH3] (2+) @ 405.11,600.3,405.11,y5(1+),b7-(H2O)(2+),1.0,1.0,0.136
80,y5(1+) @ 600.3 & [b7-NH3] (2+) @ 405.11,600.3,405.11,y5(1+),b7-(NH3)(2+),1.0,1.0,0.605
81,y5 (1+) @ 600.38 & b7 (2+) @ 414.18,600.38,414.18,y5(1+),b7(2+),1.0,1.0,0.04
82,y5(1+) @ 600.44 & a5 (1+) @ 514.24,600.44,514.24,y5(1+),bi(4-7)(1+),1.0,1.0,0.061
83,y5(1+) @ 600.44 & a5 (1+) @ 514.24,600.44,514.24,y5(1+),a5(1+),1.0,1.0,0.085
84,y5 (1+) @ 600.46 & bi5-7 (1+) @ 383.1,600.46,383.1,y5(1+),bi(5-7)(1+),1.0,1.0,0.12
85,y5 (1+) @ 600.46 & bi5-7 (1+) @ 383.1,600.46,383.1,y5(1+),a7-2(NH3)(2+),1.0,1.0,0.12
86,y5 (1+) @ 600.46 & bi5-7 (1+) @ 383.1,600.46,383.1,y5(1+),a4-2(NH3)(1+),1.0,1.0,0.128
87,y5 (1+) @ 600.46 & bi5-7 (1+) @ 383.1,600.46,383.1,y5(1+),a7-2(H2O)(2+),1.0,1.0,0.894
88,y5 (1+) @ 600.46 & bi5-7 (1+) @ 383.1,600.46,383.1,y5(1+),b7-2(NH3)-(HCOH)(2+),1.0,1.0,0.914
89,[y10-NH3] (2+) @ 604.93 & b2(1+) @ 200.68,604.93,200.68,y10-(H2O)(2+),b2(1+),1.0,1.0,0.447
90,[y10-NH3] (2+) @ 604.93 & b2(1+) @ 200.68,604.93,200.68,y10-(NH3)(2+),b2(1+),1.0,1.0,0.601
91,[y10-NH3] (2+) @ 604.93 & b2(1+) @ 200.68,604.93,200.68,ai(3-8)-(CH3SH)-(CH3COOH)(1+),b2(1+),1.0,1.0,0.704
92,[y10-NH3] (2+) @ 604.93 & b2(1+) @ 200.68,604.93,200.68,bi(3-8)-(CH3CH2SCH3)-(CH3COOH)(1+),b2(1+),1.0,1.0,0.728
93,y10 (2+) @ 614.08 & a2 (1+) @ 172.63,614.08,172.63,y10(2+),a2(1+),1.0,1.0,0.541
94,y10 (2+) @ 614.08 & b2 (1+) @ 200.71,614.08,200.71,y10(2+),b2(1+),1.0,1.0,0.47
95,bi5-9 (1+) @ 624.36 & [b4- H2O] (1+) @ 427.13,624.36,427.13,bi(5-9)(1+),b4-(H2O)(1+),1.0,1.0,0.112
96,bi5-9 (1+) @ 624.4 & y3 (1+) @ 359.18,624.4,359.18,a6-(CH3COOH)(1+),y3(1+),1.0,1.0,0.061
97,bi5-9 (1+) @ 624.4 & y3 (1+) @ 359.18,624.4,359.18,bi(5-9)(1+),y3(1+),1.0,1.0,0.085
98,bi5-9 (1+) @ 624.4 & y3 (1+) @ 359.18,624.4,359.18,a6-(CH3COOH)(1+),y6(2+),1.0,1.0,0.97
99,bi5-9 (1+) @ 624.41 & b4 (1+) @ 444.93,624.41,444.93,bi(5-9)(1+),b4(1+),1.0,1.0,0.328
100,bi5-9 (1+) @ 624.41 & b4 (1+) @ 444.93,624.41,444.93,a6-(CH3COOH)(1+),y4-(HN=C=NH)(1+),1.0,1.0,0.351
101,[y6-NH3] (1+) @ 698.39 & b6 (2+) @ 356.64,698.39,356.64,y6-(NH3)(1+),b6(2+),1.0,1.0,0.071
102,[y6-NH3] (1+) @ 698.39 & b6 (2+) @ 356.64,698.39,356.64,y6-(H2O)(1+),b6(2+),1.0,1.0,0.992
103,b6(1+) @ 712.31 & ??? @ 200.73,712.31,200.73,ai(3-8)(1+),b2(1+),1.0,1.0,0.4
104,b6(1+) @ 712.31 & ??? @ 200.73,712.31,200.73,b6(1+),ai(7-8)(1+),1.0,1.0,0.403
105,b6 (1+) @ 712.43 & [y2 – H2O] (1+) @ 228.63,712.43,228.63,b6(1+),y2-(H2O)(1+),1.0,1.0,0.48
106,b6 (1+) @ 712.43 & [y2 – H2O] (1+) @ 228.63,712.43,228.63,b6(1+),bi(7-8)(1+),1.0,1.0,0.49
107,b6 (1+) @ 712.43 & [y2 – H2O] (1+) @ 228.63,712.43,228.63,b6(1+),y2-(NH3)(1+),1.0,1.0,0.5
108,b6 (1+) @ 712.43 & [y2 – H2O] (1+) @ 228.63,712.43,228.63,b6(1+),y4-(HCOH)(2+),1.0,1.0,0.52
109,b6 (1+) @ 712.43 & [y2 – H2O] (1+) @ 228.63,712.43,228.63,ai(3-8)(1+),y4-(HCOH)(2+),1.0,1.0,0.521
110,y6(1+) @ 715.27 & [a6-NH3] (2+) @ 335.69,715.27,335.69,y6(1+),ai(4-6)-2(H2O)(1+),1.0,1.0,0.519
111,y6 (1+) @ 715.44 & b6 (2+) @ 356.66,715.44,356.66,y6(1+),b6(2+),1.0,1.0,0.058
112,y6 (1+) @ 715.45 & c5 (1+) @ 559.34,715.45,559.34,,,1.0,1.0,
113,y6 (1+) @ 715.54 & [b6-NH3] (2+) @ 347.56,715.54,347.56,y6(1+),b6-(H2O)(2+),1.0,1.0,0.191
114,y6 (1+) @ 715.54 & [b6-NH3] (2+) @ 347.56,715.54,347.56,y6(1+),b6-(NH3)(2+),1.0,1.0,0.643
115,y6 (1+) @ 715.54 & [b6-NH3] (2+) @ 347.56,715.54,347.56,y6(1+),ai(3-6)-(CH3CH2SCH3)-(CH3COOH)(1+),1.0,1.0,0.692
116,y6 (1+) @ 715.66 & bi5-6 @ 267.85,715.66,267.85,y6(1+),bi(2-6)-(CH3SH)-(HCOH)(2+),1.0,1.0,0.406
117,y6 (1+) @ 715.66 & bi5-6 @ 267.85,715.66,267.85,y6(1+),bi(5-6)(1+),1.0,1.0,0.406
118,y6 (1+) @ 715.66 & bi5-6 @ 267.85,715.66,267.85,y6(1+),a3-(H2O)(1+),1.0,1.0,0.43
119,y6 (1+) @ 715.66 & bi5-6 @ 267.85,715.66,267.85,y6(1+),b3-(NH3)-(HCOH)(1+),1.0,1.0,0.724
120,bi5-10 (1+) @ 737.3 & y2 (1+) @ 245.92,737.3,245.92,b7-(CH3COOH)-(HCOH)(1+),y2(1+),1.0,1.0,0.26
121,bi5-10 (1+) @ 737.3 & y2 (1+) @ 245.92,737.3,245.92,bi(5-10)(1+),y2(1+),1.0,1.0,0.268
122,??? @ 755.18 & y6(2+) @ 359.22,755.18,359.22,bi(4-9)(1+),y3(1+),1.0,1.0,0.201
123,b7 (1+) @ 827.88 & bi(8-9) (1+) @ 241.91,827.88,241.91,b7(1+),bi(8-9)(1+),1.0,1.0,0.51
124,bi (2-8) (1+) @ 841.49 & y4 (1+) @ 487.14,841.49,487.14,bi(2-8)(1+),y4(1+),1.0,1.0,0.165
125,b8(1+) @ 940.89 & ??? @ 195.81,940.89,195.81,b8(1+),ai(9-10)-(H2O)(1+),1.0,1.0,0.496
126,b8(1+) @ 940.89 & ??? @ 195.81,940.89,195.81,b8(1+),bi(9-10)-(NH3)-(HCOH)(1+),1.0,1.0,0.792
127,y8 (1+) @ 983.52 & ??? @ 216.78,983.52,216.78,,,1.0,1.0,
