,each_original_data,m/z A,m/z B,Interpretation A,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
60,[y9- CH3NH2] (1+) @ 833.6 & [b5-NH3] (1+) @ 446.11,833.6,446.11,y9-(CH3NH2)(1+),b5-(NH3)(1+),1.0,1.0,0.209
61,[y9- CH3NH2] (1+) @ 833.6 & [b5-NH3] (1+) @ 446.11,833.6,446.11,y9-(HCOH)(1+),b5-(NH3)(1+),1.0,1.0,0.832
62,[y9- CH3NH2] (1+) @ 833.6 & [b5-NH3] (1+) @ 446.11,833.6,446.11,y9-(CH3NH2)(1+),b5-(H2O)(1+),1.0,1.0,0.951
63,[y9-NH3] (1+) @ 847.25 & [b5-NH3-H2O] (1+) @ 428.27,847.25,428.27,y9-(NH3)(1+),b5-2(NH3)(1+),1.0,1.0,0.886
64,[y9-NH3] (1+) @ 847.45 & [b5-NH3] (1+) @ 446.02,847.45,446.02,y9-(NH3)(1+),b5-(NH3)(1+),1.0,1.0,0.153
65,[y9-NH3] (1+) @ 847.45 & [b5-NH3] (1+) @ 446.02,847.45,446.02,y9-(NH3)(1+),b5-(H2O)(1+),1.0,1.0,0.841
66,[y9-NH3] (1+) @ 847.79 & [a5-NH3] (1+) @ 418.1,847.79,418.1,y9-(NH3)(1+),a5-(NH3)(1+),1.0,1.0,0.377
67,[y9-NH3] (1+) @ 847.79 & [a5-NH3] (1+) @ 418.1,847.79,418.1,y9-(NH3)(1+),a5-(H2O)(1+),1.0,1.0,0.992
68,[y10 - HN=C=N-CH3– H2O] @ 877.52 & a4 (1+) @ 348.45,877.52,348.45,,,1.0,1.0,
69,[y10 – HN=C=NH – H2O] (1+) @ 891.45 & [b4-HCONH2] (1+) @ 330.79,891.45,330.79,y10-(HCOH)-(HCOH)(1+),a4-(NH3)(1+),1.0,1.0,0.35
70,[y10 – HN=C=NH – H2O] (1+) @ 891.45 & [b4-HCONH2] (1+) @ 330.79,891.45,330.79,y10-(HCOH)-(HCOH)(1+),a4-(H2O)(1+),1.0,1.0,0.64
71,[y10- HN=C=NH - NH3] (1+) @ 891.57 & b3 (1+) @ 228.66,891.57,228.66,y10-(HCOH)-(HCOH)(1+),b3(1+),1.0,1.0,0.446
72,[y10- HN=C=NH - NH3] (1+) @ 891.57 & b3 (1+) @ 228.66,891.57,228.66,bi(3-12)-(HCOH)-(HCOH)(1+),y2-2(NH3)(1+),1.0,1.0,0.58
73,[y10- HN=C=NH - NH3] (1+) @ 891.57 & b3 (1+) @ 228.66,891.57,228.66,b10-(HCOH)-(HCOH)(1+),y2-2(NH3)(1+),1.0,1.0,0.58
74,[y10- HN=C=NH - NH3] (1+) @ 891.57 & b3 (1+) @ 228.66,891.57,228.66,y10-(HCOH)-(HCOH)(1+),bi(3-4)-2(NH3)(1+),1.0,1.0,0.602
75,[y10 - HN=C=N-CH3] @ 895.4 & [bi(2-4) – H2O – NH3] (1+) @ 284.64,895.4,284.64,,,1.0,1.0,
76,[y10 - HN=C=N-CH3] (1+) @ 895.4 & a4 (1+) @ 347.81,895.4,347.81,,,1.0,1.0,
77,??? @ 921.76 & y4 (1+) @ 376.36,921.76,376.36,y10-(HCOH)(1+),b4(1+),1.0,1.0,0.352
78,??? @ 921.76 & y4 (1+) @ 376.36,921.76,376.36,b10-(HCOH)(1+),y4(1+),1.0,1.0,0.371
79,a10 (1+) @ 924.2 & [y4 – NH3- 2(H2O)] (1+) @ 323.33,924.2,323.33,,,1.0,1.0,
80,[y10-NH3] (1+) @ 934.52 & [a4-NH3] (1+) @ 330.69,934.52,330.69,y10-(NH3)(1+),a4-(NH3)(1+),1.0,1.0,0.455
81,[y10-NH3] (1+) @ 934.52 & [a4-NH3] (1+) @ 330.69,934.52,330.69,y10-(NH3)(1+),a4-(H2O)(1+),1.0,1.0,0.545
82,[y10-NH3] (1+) @ 934.85 & b3(1+) @ 228.71,934.85,228.71,y10-(NH3)(1+),b3(1+),1.0,1.0,0.552
83,[y10-NH3] (1+) @ 934.85 & b3(1+) @ 228.71,934.85,228.71,bi(3-12)-(NH3)(1+),y2-2(NH3)(1+),1.0,1.0,0.746
84,[y10-NH3] (1+) @ 934.85 & b3(1+) @ 228.71,934.85,228.71,b10-(NH3)(1+),y2-2(NH3)(1+),1.0,1.0,0.746
85,[y10-NH3] (1+) @ 934.85 & b3(1+) @ 228.71,934.85,228.71,y10-(NH3)(1+),bi(3-4)-2(NH3)(1+),1.0,1.0,0.755
86,b10 (1+) @ 951.13 & [y4-2(H2O)-NH3] (1+) @ 323.13,951.13,323.13,,,1.0,1.0,
87,b10 (1+) @ 952.06 & [y4 - HN=C=NH -2(H2O)] (1+) @ 297.46,952.06,297.46,,,1.0,1.0,
88,b11 (1+) @ 1008.62 & [y3 - HN=C=NH - 2(H2O)] (1+) @ 240.79,1008.62,240.79,,,1.0,1.0,
89,b12 (1+) @ 1065.78 & [y2-H2O-NH3] (1+) @ 226.8,1065.78,226.8,b12(1+),y2-2(H2O)(1+),1.0,1.0,0.73
